"timestamp","device","seqnumber","event","temperature1","temperature2","bmetemp","bmehum","bmepress","adc1","adc2","adc3","battery","devicetypeid","data","time","__dt"
"2022-06-24T09:19:07+01:00","1B297F9","2953","1","18","20","20","79","979","1.0","1.0","1.0","27","5eb93bf425643251775d4685","017678784f4f0101011b","1656055147","2022-06-24 00:00:00.000"
"2022-05-29T03:57:26+01:00","1B297F9","594","3","19","19","19","46","1014","1.0","1.0","1.0","2","5eb93bf425643251775d4685","037777772e7201010102","1653789446","2022-05-29 00:00:00.000"
"2022-05-28T08:11:41+01:00","1B297F9","517","3","19","19","19","49","1018","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03777777317601010102","1653718301","2022-05-28 00:00:00.000"
"2022-06-19T08:41:53+01:00","1B297F9","2483","1","30","26","30","38","978","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01827e82264e0101011b","1655620913","2022-06-19 00:00:00.000"
"2022-05-24T20:47:02+01:00","1B297F9","192","3","20","20","20","54","1007","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03787878366b01010102","1653418022","2022-05-24 00:00:00.000"
"2022-07-03T22:30:07+01:00","1B297F9","3846","1","19","17","18","56","989","1.0","1.0","1.0","27","5eb93bf425643251775d4685","0177757638590101011b","1656880207","2022-07-03 00:00:00.000"
"2022-07-03T07:36:55+01:00","1B297F9","3788","1","16","9","15","80","988","2.0","1.0","1.0","27","5eb93bf425643251775d4685","01746d7350580201011b","1656826615","2022-07-03 00:00:00.000"
"2022-06-25T13:48:30+01:00","1B297F9","3064","1","26","41","34","72","982","1.0","1.0","1.0","27","5eb93bf425643251775d4685","017e8d8648520101011b","1656157710","2022-06-25 00:00:00.000"
"2022-06-24T12:08:36+01:00","1B297F9","2964","1","28","35","31","35","978","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01808783234e0101011b","1656065316","2022-06-24 00:00:00.000"
"2022-06-16T15:46:18+01:00","1B297F9","2230","1","28","38","28","16","990","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01808a80105a0101011b","1655387178","2022-06-16 00:00:00.000"
"2022-06-20T00:36:24+01:00","1B297F9","2545","1","19","19","18","64","979","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01777776404f0101011b","1655678184","2022-06-19 00:00:00.000"
"2022-06-07T04:38:02+01:00","1B297F9","1345","1","9","7","8","98","985","2.0","1.0","1.0","27","5eb93bf425643251775d4685","016d6b6c62550201011b","1654569482","2022-06-07 00:00:00.000"
"2022-06-25T21:14:53+01:00","1B297F9","3093","1","22","25","21","69","981","1.0","1.0","1.0","27","5eb93bf425643251775d4685","017a7d7945510101011b","1656184493","2022-06-25 00:00:00.000"
"2022-05-23T03:58:28+01:00","1B297F9","33","3","21","20","20","52","1004","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03797878346801010102","1653271108","2022-05-23 00:00:00.000"
"2022-06-24T21:07:21+01:00","1B297F9","2999","1","18","17","17","100","980","1.0","1.0","1.0","27","5eb93bf425643251775d4685","0176757564500101011b","1656097641","2022-06-24 00:00:00.000"
"2022-06-24T07:00:24+01:00","1B297F9","2944","1","16","16","16","96","979","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01747474604f0101011b","1656046824","2022-06-24 00:00:00.000"
"2022-06-20T01:37:58+01:00","1B297F9","2549","1","17","18","17","72","980","1.0","1.0","1.0","27","5eb93bf425643251775d4685","0175767548500101011b","1655681878","2022-06-19 00:00:00.000"
"2022-05-23T05:46:13+01:00","1B297F9","40","3","20","20","20","52","1003","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03787878346701010102","1653277573","2022-05-23 00:00:00.000"
"2022-05-24T17:11:25+01:00","1B297F9","178","3","20","20","20","54","1006","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03787878366a01010102","1653405085","2022-05-24 00:00:00.000"
"2022-05-12T20:33:58+01:00","1B297F9","3165","3","21","21","20","39","1014","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03797978277201010102","1652380438","2022-05-12 00:00:00.000"
"2022-05-23T03:12:14+01:00","1B297F9","30","3","21","20","20","52","1005","1.0","1.0","1.0","2","5eb93bf425643251775d4685","03797878346901010102","1653268334","2022-05-23 00:00:00.000"
"2022-06-27T22:15:58+01:00","1B297F9","3284","1","14","15","13","94","991","1.0","1.0","1.0","27","5eb93bf425643251775d4685","017273715e5b0101011b","1656360958","2022-06-27 00:00:00.000"
"2022-06-24T07:15:48+01:00","1B297F9","2945","1","16","16","16","95","979","1.0","1.0","1.0","27","5eb93bf425643251775d4685","017474745f4f0101011b","1656047748","2022-06-24 00:00:00.000"
"2022-06-24T09:03:39+01:00","1B297F9","2952","1","17","20","19","80","979","1.0","1.0","1.0","27","5eb93bf425643251775d4685","01757877504f0101011b","1656054219","2022-06-24 00:00:00.000"
