"timestamp","device","seqnumber","event","temperature1","temperature2","bmetemp","bmehum","bmepress","adc1","adc2","adc3","battery","devicetypeid","data","time","__dt"
"2022-07-14T01:23:31+01:00","1B2985A","1879","1","19","19","19","66","989","30","1","1","27","5eb930b525643251775b3218","0177777742591e01011b","1657754611","2022-07-13 00:00:00.000"
"2022-07-14T02:25:02+01:00","1B2985A","1883","1","17","18","17","73","989","30","1","1","27","5eb930b525643251775b3218","0175767549591e01011b","1657758302","2022-07-14 00:00:00.000"
"2022-07-14T06:31:13+01:00","1B2985A","1899","1","14","17","16","83","988","6","1","1","27","5eb930b525643251775b3218","0172757453580601011b","1657773073","2022-07-14 00:00:00.000"
"2022-07-13T19:45:03+01:00","1B2985A","1857","1","35","31","31","22","988","2","1","1","27","5eb930b525643251775b3218","0187838316580201011b","1657734303","2022-07-13 00:00:00.000"
"2022-07-13T23:05:03+01:00","1B2985A","1870","1","25","24","24","45","989","30","1","1","27","5eb930b525643251775b3218","017d7c7c2d591e01011b","1657746303","2022-07-13 00:00:00.000"
"2022-07-14T10:53:03+01:00","1B2985A","1916","1","42","29","37","24","987","4","1","1","27","5eb930b525643251775b3218","018e818918570401011b","1657788783","2022-07-14 00:00:00.000"
"2022-07-13T21:48:06+01:00","1B2985A","1865","1","29","26","26","38","988","28","1","1","27","5eb930b525643251775b3218","01817e7e26581c01011b","1657741686","2022-07-13 00:00:00.000"
"2022-07-14T10:37:39+01:00","1B2985A","1915","1","39","27","34","28","988","7","1","1","27","5eb930b525643251775b3218","018b7f861c580701011b","1657787859","2022-07-14 00:00:00.000"
"2022-07-14T08:34:25+01:00","1B2985A","1907","1","22","27","26","49","988","25","1","1","27","5eb930b525643251775b3218","017a7f7e31581901011b","1657780465","2022-07-14 00:00:00.000"
"2022-07-13T14:06:24+01:00","1B2985A","1835","1","48","33","35","16","991","5","1","1","27","5eb930b525643251775b3218","01948587105b0501011b","1657713984","2022-07-13 00:00:00.000"
"2022-07-13T22:34:16+01:00","1B2985A","1868","1","26","25","25","40","989","1","1","1","27","5eb930b525643251775b3218","017e7d7d28590101011b","1657744456","2022-07-13 00:00:00.000"
"2022-07-13T20:31:11+01:00","1B2985A","1860","1","32","31","33","21","988","4","1","1","27","5eb930b525643251775b3218","0184838515580401011b","1657737071","2022-07-13 00:00:00.000"
"2022-07-13T16:40:23+01:00","1B2985A","1845","1","50","37","41","12","989","19","1","1","27","5eb930b525643251775b3218","0196898d0c591301011b","1657723223","2022-07-13 00:00:00.000"
"2022-07-14T04:12:43+01:00","1B2985A","1890","1","14","16","15","83","989","30","1","1","27","5eb930b525643251775b3218","0172747353591e01011b","1657764763","2022-07-14 00:00:00.000"
"2022-07-13T18:58:52+01:00","1B2985A","1854","1","38","35","37","15","988","1","1","1","27","5eb930b525643251775b3218","018a87890f580101011b","1657731532","2022-07-13 00:00:00.000"
"2022-07-13T23:35:49+01:00","1B2985A","1872","1","24","23","23","49","989","30","1","1","27","5eb930b525643251775b3218","017c7b7b31591e01011b","1657748149","2022-07-13 00:00:00.000"
"2022-07-14T06:00:26+01:00","1B2985A","1897","1","14","16","16","83","988","28","1","1","27","5eb930b525643251775b3218","0172747453581c01011b","1657771226","2022-07-14 00:00:00.000"
